type,src,dst,status
content-skip,/Volumes/LaCie/Projects/elgan_dti/data/Site-160_ELGAN/derivatives/afq/sub-E1600071G/ses-03/dwi/ROIs/sub-E1600071G_ses-03_space-ACPC_desc-RightCingulumCingulateInclude1_mask.json,,no-change
content-skip,/Volumes/LaCie/Projects/elgan_dti/data/Site-160_ELGAN/derivatives/afq/sub-E1600071G/ses-03/dwi/ROIs/sub-E1600071G_ses-03_space-ACPC_desc-RightCingulumCingulate_probseg.json,,no-change
content-skip,/Volumes/LaCie/Projects/elgan_dti/data/Site-160_ELGAN/derivatives/afq/sub-E1600071G/ses-03/dwi/ROIs/sub-E1600071G_ses-03_space-ACPC_desc-RightCorticospinalEnd_mask.json,,no-change
content-skip,/Volumes/LaCie/Projects/elgan_dti/data/Site-160_ELGAN/derivatives/afq/sub-E1600071G/ses-03/dwi/ROIs/sub-E1600071G_ses-03_space-ACPC_desc-RightCorticospinalInclude0_mask.json,,no-change
content-skip,/Volumes/LaCie/Projects/elgan_dti/data/Site-160_ELGAN/derivatives/afq/sub-E1600071G/ses-03/dwi/ROIs/sub-E1600071G_ses-03_space-ACPC_desc-RightCorticospinalInclude1_mask.json,,no-change
content-skip,/Volumes/LaCie/Projects/elgan_dti/data/Site-160_ELGAN/derivatives/afq/sub-E1600071G/ses-03/dwi/ROIs/sub-E1600071G_ses-03_space-ACPC_desc-RightCorticospinalStart_mask.json,,no-change
content-skip,/Volumes/LaCie/Projects/elgan_dti/data/Site-160_ELGAN/derivatives/afq/sub-E1600071G/ses-03/dwi/ROIs/sub-E1600071G_ses-03_space-ACPC_desc-RightCorticospinal_probseg.json,,no-change
content-skip,/Volumes/LaCie/Projects/elgan_dti/data/Site-160_ELGAN/derivatives/afq/sub-E1600071G/ses-03/dwi/ROIs/sub-E1600071G_ses-03_space-ACPC_desc-RightInferiorFrontooccipitalEnd_mask.json,,no-change
content-skip,/Volumes/LaCie/Projects/elgan_dti/data/Site-160_ELGAN/derivatives/afq/sub-E1600071G/ses-03/dwi/ROIs/sub-E1600071G_ses-03_space-ACPC_desc-RightInferiorFrontooccipitalInclude0_mask.json,,no-change
content-skip,/Volumes/LaCie/Projects/elgan_dti/data/Site-160_ELGAN/derivatives/afq/sub-E1600071G/ses-03/dwi/ROIs/sub-E1600071G_ses-03_space-ACPC_desc-RightInferiorFrontooccipitalInclude1_mask.json,,no-change
content-skip,/Volumes/LaCie/Projects/elgan_dti/data/Site-160_ELGAN/derivatives/afq/sub-E1600071G/ses-03/dwi/ROIs/sub-E1600071G_ses-03_space-ACPC_desc-RightInferiorFrontooccipitalStart_mask.json,,no-change
content-skip,/Volumes/LaCie/Projects/elgan_dti/data/Site-160_ELGAN/derivatives/afq/sub-E1600071G/ses-03/dwi/ROIs/sub-E1600071G_ses-03_space-ACPC_desc-RightInferiorFrontooccipital_probseg.json,,no-change
content-skip,/Volumes/LaCie/Projects/elgan_dti/data/Site-160_ELGAN/derivatives/afq/sub-E1600071G/ses-03/dwi/ROIs/sub-E1600071G_ses-03_space-ACPC_desc-RightInferiorLongitudinalEnd_mask.json,,no-change
content-skip,/Volumes/LaCie/Projects/elgan_dti/data/Site-160_ELGAN/derivatives/afq/sub-E1600071G/ses-03/dwi/ROIs/sub-E1600071G_ses-03_space-ACPC_desc-RightInferiorLongitudinalInclude0_mask.json,,no-change
content-skip,/Volumes/LaCie/Projects/elgan_dti/data/Site-160_ELGAN/derivatives/afq/sub-E1600071G/ses-03/dwi/ROIs/sub-E1600071G_ses-03_space-ACPC_desc-RightInferiorLongitudinalInclude1_mask.json,,no-change
content-skip,/Volumes/LaCie/Projects/elgan_dti/data/Site-160_ELGAN/derivatives/afq/sub-E1600071G/ses-03/dwi/ROIs/sub-E1600071G_ses-03_space-ACPC_desc-RightInferiorLongitudinalStart_mask.json,,no-change
content-skip,/Volumes/LaCie/Projects/elgan_dti/data/Site-160_ELGAN/derivatives/afq/sub-E1600071G/ses-03/dwi/ROIs/sub-E1600071G_ses-03_space-ACPC_desc-RightInferiorLongitudinal_probseg.json,,no-change
content-skip,/Volumes/LaCie/Projects/elgan_dti/data/Site-160_ELGAN/derivatives/afq/sub-E1600071G/ses-03/dwi/ROIs/sub-E1600071G_ses-03_space-ACPC_desc-RightPosteriorArcuateExclude0_mask.json,,no-change
content-skip,/Volumes/LaCie/Projects/elgan_dti/data/Site-160_ELGAN/derivatives/afq/sub-E1600071G/ses-03/dwi/ROIs/sub-E1600071G_ses-03_space-ACPC_desc-RightPosteriorArcuateInclude0_mask.json,,no-change
content-skip,/Volumes/LaCie/Projects/elgan_dti/data/Site-160_ELGAN/derivatives/afq/sub-E1600071G/ses-03/dwi/ROIs/sub-E1600071G_ses-03_space-ACPC_desc-RightPosteriorArcuateStart_mask.json,,no-change
content-skip,/Volumes/LaCie/Projects/elgan_dti/data/Site-160_ELGAN/derivatives/afq/sub-E1600071G/ses-03/dwi/ROIs/sub-E1600071G_ses-03_space-ACPC_desc-RightSuperiorLongitudinalEnd_mask.json,,no-change
